Goose_Player_ID,Goose_Species,Goose_Age,Goose_Weight_LBS,Wing_Span_Inches,Chronic_Disease,Injury_Level,Honk_Per_Minute,Speed_MPH,Eliminated,Eliminated_By,Final_Goose_Rank
6138,Goosequid,4,7.9,,,1,4.3,12.3,0,,2485
6139,Greylag Goose,7,10.1,59.0,,0,4.8,10.0,0,,2854
6140,Snow Goose,6,7.3,39.5,,1,6.2,10.8,0,,4604
6141,Player 456 Goose,three,11.5,69.5,,1,4.4,10.7,0,,4184
6142,Canada Goose,4,11.7,70.8,,0,6.1,10.6,0,,3201
6143,Canada Goose,8,11.6,68.2,Respiratory Issues,10,0.6,5.6,0,Wings Clipped by Red Light,9432
6144,Snow Goose,three,7.2,41.7,,1,1.7,11.6,0,Eaten by a Squid,5861
6145,Greylag Goose,5,10.2,,Lame,1,640.0,7.5,0,,7456
6146,Canada Goose,3,10.2,60.5,,0,19.8,10.9,0,Caught by Front Man,9018
6147,Greylag Goose,4,7.3,44.1,,0,2.3,10.4,0,,4996
6148,Player 456 Goose,five,11.6,59.2,,0,500.0,11.3,0,,1337
6149,Greylag Goose,3,8.1,45.9,,0,6.3,10.8,0,,3202
6150,Snow Goose,3,7.1,39.1,,0,1.7,13.6,0,,2314
6151,Greylag Goose,6,11.3,57.0,Heart Disease,10,3.9,5.3,0,Wings Clipped by Red Light,9007
6152,Greylag Goose,3,8.8,49.2,Heart Disease,1,5.7,8.7,0,,6203
6153,Canada Goose,3,10.4,5790.0,,1,20.9,7.4,1,Honked Out of Tune,9860
6154,Canada Goose,three,11.0,65.0,,0,4.6,11.5,0,,1550
6155,Canada Goose,5,11.6,,,1,5.7,8.6,0,,6290
6156,Canada Goose,7,4.7727272727272725,58.1,,1,4.8,8.0,0,,6357
6157,Greylag Goose,8,10.3,60.0,,1,4.3,6.1,0,,7722
6158,Greylag Goose,4,,49.3,Lame,1,3.3,8.5,0,,7071
6159,Canada Goose,9,14.841821365286622,110.9,,two,2.9,6.3,0,,8314
6160,Snow Goose,3,7.6,43.5,,1,4.9,10.5,0,,3808
6161,Canada Goose,700,1470.0,82.5,,0,4.5,11.2,0,,1927
6162,Canada Goose,4,,54.0,,0,3.6,10.3,0,,3809
6163,Canada Goose,3,,65.8,,1,2.7,8.3,0,,7474
6164,Canada Goose,4,12.1,69.4,Lame,1,1.1,7.6,0,,8157
6165,Canada Goose,5,11.6,73.7,Respiratory Issues,1,3.4,10.2,0,,5605
6166,Canada Goose,6,10.5,62.3,,0,5.0,10.7,0,,1928
6167,Canada Goose,6,13.3,78.1,,0,6.8,12.0,0,,2434
6168,Demon Goose,3,10.776679279350883,104.0,,0,6.3,14.5,0,,286
6169,Canada Goose,3,9.6,57.0,,0,4.4,14.6,0,,112
6170,Canada Goose,3,11.8,63.0,,0,4.3,10.9,0,,2435
6171,Squid Goose,five,10.6,,,0,4.1,11.1,0,Eaten by a Squid,2436
6172,Greylag Goose,5,11.1,56.7,,0,2.6,10.0,0,,5137
6173,Canada Goose,3,8.6,55.1,,0,300.0,12.6,0,,2032
6174,Snow Goose,6,7.4,40.3,Lame,1,3.8,10.7,0,,4727
6175,Goosequid,10,10.5,58.3,Respiratory Issues,2,370.0,5.4,1,Wings Clipped by Red Light,9011
6176,Greylag Goose,4,9.6,51.9,Heart Disease,10,3.9,10.0,0,,5291
6177,Greylag Goose,400,9.0,57.3,Respiratory Issues,1,15.4,6.5,1,,9702
6178,Canada Goose,600,10.7,63.9,,0,420.0,10.5,0,,2991
6179,Player 456 Goose,4,,,,0,3.5,12.8,0,,1338
6180,Canada Goose,6,13.1,74.4,,0,6.8,10.7,0,,3870
6181,Greylag Goose,4,8.8,46.4,,1,5.6,8.4,1,Caught by Front Man,8290
6182,Canada Goose,9,10.1,58.7,,2,3.7,7.0,0,,8046
6183,Canada Goose,6,9.0,47.7,,0,6.7,0.6,1,Goose Tug-of-War Disaster,9336
6184,Demon Goose,4,13.7,87.0,,1,5.1,13.6,0,,839
6185,Canada Goose,4,11.5,64.8,,one,4.8,8.5,0,,5862
6186,Snow Goosë,4,7.8,43.6,Respiratory Issues,1,4.6,11.6,0,,2992
6187, Greylag Goose ,8,10.3,59.6,,one,2.2,6.7,1,Pecked the Wrong Player,8854
6188,Canada Goose,2,9.1,52.6,,0,5.7,12.4,0,,1031
6189,Canada Goose,four,6.5614864079013415,119.0,Lame,1,5.9,8.8,0,,6244
6190,Canada Goose,4,,,Heart Disease,one,5.3,9.3,0,,5220
6191,Greylag Goose,500,730.0,35.8,,0,5.1,10.4,0,Caught by Front Man,2315
6192,Greylag Goose,4,9.1,55.2,,1,5.1,8.2,0,,6083
6193,Greylag Goose,2,7.6,41.0,,0,5.8,10.6,0,,2855
6194,Snow Goose,four,20.1,35.9,,1,5.8,1.6,1,Sank in Squid Ink Swamp,9272
6195, Greylag Goose ,5,8.4,,,0,5.7,10.3,0,,3054
6196,Canada Goose,4,11.2,57.5,,0,7.1,12.2,0,,2542
6197,Canada Goosë,6,1180.0,66.5,,0,4.3,9.8,0,,3591
6198,Snow Goose,7,9.8,53.5,Lame,1,4.1,10.1,0,Lost in Dalgona Maze,5048
6199,Canada Goose,5,,64.0,Heart Disease,2,5.2,7.6,0,,7539
6200,Canada Goose,5,8.9,53.7,Respiratory Issues,1,5.3,11.4,0,,3055
6201,Greylag Goose,1,8.1,,,0,5.6,12.0,0,,1227
6202,Canada Goose,4,9.0,55.9,,0,6.7,12.4,0,,1929
6203,Snow Goose,7,1920.0,39.9,,10,2.5,1.5,0,,8844
6204,Player 456 Goose,4,,58.2,Lame,one,5.1,9.0,0,,5292
6205,Canada Goose,4,10.9,,Lame,10,3.7,8.4,0,,6848
6206, Snow Goose ,10,454.5454545454545,51.6,Heart Disease,3,4.6,2.9,0,,8778
6207,Canada Goosë,9,,66.7,,2,3.2,5.7,0,,8365
6208,Canada Goose,6,12.2,71.9,,0,6.4,11.1,0,,2993
6209,Canada Goose,7,11.1,63.5,,1,6.3,9.3,0,,6159
6210,Canada Goose,1,11.1,63.7,,1,350.0,12.1,0,,3643
6211,Canada Goose,3,10.8,60.5,,0,3.2,11.4,0,,3056
6212,Canada Goose,four,10.5,59.5,,1,5.1,8.9,0,,5405
6213,Canada Goose,5,11.3,,,0,6.9,10.4,0,,4275
6214,Squid Goose,4,20.3,56.0,,0,7.3,0.3,1,Pecked the Wrong Player,9454
6215,Greylag Goose,1,9.9,47.5,,1,7.1,9.0,0,,6997
6216,Snow Goose,600,8.5,44.4,,0,3.6,13.7,0,,682
6217,Canada Goose,6,11.3,57.2,,0,4.5,12.6,0,,792
6218, Canada Goose ,8,11.6,66.7,Heart Disease,10,2.9,6.5,0,,8275
6219,Canada Goose,three,11.4,65.0,,1,4.3,10.1,0,,4861
6220,Canada Goose,3,5.09090909090909,6659.999999999999,,0,5.3,11.7,0,,1269
6221,Player 456 Goose,1,8.0,42.0,,1,5.8,10.1,0,,4909
6222,Player 456 Goose,400,8.0,48.7,Respiratory Issues,1,5.4,10.2,0,,4476
6223,Canada Goose,7,10.5,63.4,,0,6.9,9.8,0,,4805
6224,Canada Goose,4,10.5,56.4,,1,4.0,9.1,0,,6084
6225,Canada Goose,nine,13.8,79.2,Lame,2,6.2,5.6,1,,8985
6226,Player 456 Goose,four,19.8,53.5,,0,4.9,0.3,1,Pecked the Wrong Player,9139
6227,Canada Goose,5,21.7,57.6,,1,5.1,0.7,1, Sank in Squid Ink Swamp ,9303
6228,Demon Goose,2,9.1,56.3,,0,7.3,15.0,0,,459
6229,Greylag Goose,6,,66.4,Lame,2,1.2,6.5,0,,8544
6230,Canada Goose,1,14.459184443088509,120.0,,1,4.6,10.5,0,,4185
6231,Greylag Goose,6,4.8181818181818175,,,0,2.4,10.0,0,,5293
6232,Snow Goose,6,9.1,,,0,2.9,12.7,0,,2033
6233,Squid Goose,8,10.2,47.4,,1,4.6,8.5,0,Lost in Dalgona Maze,6085
6234, Canada Goose ,3,18.7,64.6,,0,3.6,1.8,1,Wings Clipped by Red Light,9113
6235,Canada Goose,five,12.8,75.6,Respiratory Issues,1,5.2,8.9,0,,5518
6236,Snow Goose,6,8.4,45.2,Respiratory Issues,1,4.6,9.8,0,,4806
6237,Greylag Goose,6,10.4,53.9,,0,3.9,10.1,0,,3725
6238,Greylag Goose,3,,50.9,,0,2.7,10.9,0,,4127
6239,Snow Goose,1,7.3,,,1,6.2,11.3,0,,4128
6240,Snow Goose,600,819.9999999999999,43.4,,1,4.8,11.3,0,,3057
6241,Snow Goose,5,8.0,41.2,,0,3.7,13.5,0,,724
6242,Canada Goose,four,11.6,,,0,3.8,12.4,0,,1446
6243,Greylag Goose,7,10.9,64.5,,0,3.4,10.1,0,,4276
6244,Grëylag Goosë,5,1070.0,61.0,Respiratory Issues,1,4.6,9.2,0,,5447
6245,Greylag Goose,2,9.2,,,0,6.2,10.5,0,Lost in Dalgona Maze,3412
6246,Greylag Goose,1,8.9,44.7,,0,5.6,11.3,0,,1875
6247,Canada Goose,3,13.72626976934916,101.8,,0,6.8,11.1,0,,3413
6248,Greylag Goose,10,10.4,54.4,,two,4.4,6.0,0,,8105
6249,Greylag Goose,six,24.9,54.8,Heart Disease,1,6.8,0.6,0,,8863
6250,Canada Goose,5,10.3,63.7,Respiratory Issues,1,4.4,9.1,0,,5678
6251,Canada Goose,5,11.0,66.4,,1,1.7,9.5,0,,7390
6252,Canada Goose,5,12.7,74.8,,1,2.6,9.0,0,,7204
6253,Canada Goose,7,13.1,72.3,,1,400.0,8.2,0,Eaten by a Squid,6826
6254,Canada Goose,4,22.5,69.7,Heart Disease,1,4.0,0.7,0,,8745
6255,Canada Goose,6,10.9,,Lame,2,2.9,6.1,0,,8356
6256,Greylag Goose,4,9.1,49.1,,1,5.3,8.2,0,Lost in Dalgona Maze,6291
6257,Greylag Goose,9,11.6,,Lame,3,5.2,4.1,1,,9266
6258,Squid Goose,6,,117.8,,1,1.1,7.9,0,,8085
6259, Snow Goose ,7,8.2,41.2,,0,6.1,11.4,0,,2316
6260,Canada Goose,4,,77.4,,0,4.2,9.2,0,,4389
6261,Canada Goose,7,11.8,,,1,1.9,8.0,0,Lost in Dalgona Maze,7879
6262,Snow Goose,4,7.2,34.2,Heart Disease,two,2.0,9.3,0,,7903
6263,Canada Goose,5,11.6,72.0,,1,3.7,8.8,0,,6551
6264,Demon Goose,8,16.3,99.4,,2,3.1,6.9,0,,8190
6265,Snow Goose,3,6.6,36.7,,0,360.0,13.1,0,,1032
6266,Greylag Goose,5,9.3,53.2,,10,300.0,11.1,0,Lost in Dalgona Maze,3644
6267,Demon Goose,600,6.045454545454545,,Heart Disease,1,7.3,10.5,0,,5979
6268,Canada Goose,6,19.6,65.5,,1,4.6,1.4,1,Sank in Squid Ink Swamp,9241
6269,Canada Goose,4,11.5,6659.999999999999,Respiratory Issues,one,5.4,9.8,0,,4807
6270,Greylag Goose,9,10.1,52.0,Lame,3,5.0,4.3,0,,8536
6271,Canada Goose,2,8.3,48.1,,one,3.7,11.0,0,,4556
6272,Snow Goose,8,9.7,52.8,Lame,two,3.6,7.1,1,Wings Clipped by Red Light,8820
6273,Canada Goose,7,1030.0,6490.000000000001,,0,5.2,10.9,0,,1930
6274,Greylag Goose,9,11.0,,Respiratory Issues,two,2.3,5.3,1,,9228
6275,Squid Goose,2,8.5,46.0,,0,3.4,12.4,0,,1818
6276,Greylag Goose,3,9.1,48.5,,0,8.2,9.8,0,,6023
6277,Canada Goose,8,6.3181818181818175,81.4,Heart Disease,2,7.8,7.3,0,,8266
6278,Canada Goose,1,,73.2,,0,2.7,11.2,0,,3871
6279,Snow Goose,2,5.8,27.4,,0,5.8,14.7,0,Lost in Dalgona Maze,125
6280,Canada Goose,4,19.5,63.9,,0,5.8,0.0,1,Wings Clipped by Red Light,9293
6281,Snow Goose,5,7.9,36.8,,0,5.4,13.4,0,,342
6282,Greylag Goose,8,11.4,60.7,Lame,2,2.7,6.0,0,,8402
6283,Greylag Goose,5,10.5,62.8,,0,350.0,10.9,0,,3287
6284,Greylag Goose,4,,59.3,,10,6.9,10.0,0,,4658
6285,Canada Goose,6,11.6,67.5,,0,770.0,12.0,0,,3414
6286,Greylag Goose,6,8.9,53.0,,1,4.4,9.3,0,,5468
6287, Snow Goose ,six,9.0,48.0,,0,20.9,10.2,0,,9273
6288,Player 456 Goose,5,11.1,65.8,,1,420.0,10.9,0,,4129
6289,Demon Goose,1,11.8,71.7,,1,3.8,12.8,0,,2486
6290,Canada Goose,3,9.8,54.9,,0,3.8,12.7,0,,1161
6291,Canada Goose,8,1310.0,72.0,,1,4.1,8.0,0,,6897
6292,Canada Goose,5,12.9,73.0,,0,6.2,10.2,0,,3726
6293,Demon Goose,four,10.8,66.1,,1,5.8,14.6,0,,666
6294, Canada Goose ,7,18.7,72.4,,0,5.3,0.7,1,Goose Tug-of-War Disaster,9114
6295,Snow Goose,300,7.1,36.8,,0,5.6,13.5,0,,362
6296,Snow Goose,5,680.0,3429.9999999999995,,one,4.8,11.2,0,,3203
6297,Canada Goose,5,15.507018148363755,112.9,,one,3.5,9.9,0,Caught by Front Man,5757
6298,Canada Goose,4,9.7,57.5,,0,6.9,11.0,0,,3645
6299,Greylag Goose,5,7.9,,,1,2.5,8.8,0,,7336
6300,Canada Goose,5,10.1,59.6,Heart Disease,2,4.6,7.9,0,,7497
6301,Grëylag Goosë,2,7.6,36.1,Lame,1,5.0,10.2,0,,4071
6302,Canada Goose,5,,90.3,,0,8.0,11.5,0,Eaten by a Squid,4277
6303,Canada Goose,2,8.5,51.5,,0,3.2,10.8,0,,3727
6304,Greylag Goose,five,9.1,51.9,,1,4.2,8.2,0,Lost in Dalgona Maze,6675
6305,Canada Goose,eight,11.0,63.2,Heart Disease,10,2.6,7.1,0,Lost in Dalgona Maze,8237
6306,Canada Goose,4,11.2,67.7,,0,7.0,12.5,0,,2121
6307,Canada Goose,3,11.1,60.6,,1,330.0,9.9,0,,5980
6308,Canada Goose,5,11.3,65.3,,0,4.3,10.8,0,,2487
6309,Greylag Goose,3,8.7,47.3,,0,7.2,11.2,0,,3728
6310,Snow Goose,6,8.1,45.2,Respiratory Issues,1,3.0,11.3,0,,4910
6311,Canada Goose,5,1000.0,51.9,Heart Disease,one,3.9,9.2,0,,6086
6312,Greylag Goose,8,9.6,49.6,Respiratory Issues,3,5.0,6.6,0,,8175
6313,Greylag Goose,7,10.8,64.6,Heart Disease,2,6.3,4.4,1,Wings Clipped by Red Light,9156
6314, Canada Goose ,5,8.9,44.3,,0,4.0,12.4,0,Caught by Front Man,1228
6315,Canada Goose,six,13.20683475327278,96.7,,0,6.7,10.5,0,,3957
6316,Snow Goose,4,7.4,36.4,Lame,1,4.7,10.1,0,Eaten by a Squid,4439
6317,Greylag Goose,5,10.1,56.3,Respiratory Issues,1,400.0,8.8,0,Eaten by a Squid,6322
6318,Greylag Goose,4,7.8,47.1,Heart Disease,2,5.4,7.3,0,,7723
6319,Goosequid,7,10.1,56.4,Respiratory Issues,1,3.8,7.6,0,,7313
6320,Canada Goose,8,12.3,75.6,Lame,2,190.0,5.6,0,,8571
6321,Player 456 Goose,7,3.7272727272727266,43.6,,0,2.0,9.9,0,,5758
6322,Greylag Goose,7,9.0,48.4,,0,5.4,10.1,0,,2994
6323,Greylag Goose,7,24.5,57.4,Lame,2,4.4,0.2,1,Wings Clipped by Red Light,9573
6324,Canada Goose,six,,,,1,4.8,10.2,0,,4278
6325,Canada Goose,3,10.6,63.3,,1,3.1,11.1,0,,5049
6326,Canada Goose,8,12.6,76.6,,1,5.7,8.0,0,,6741
6327,Demon Goose,9,12.5,,,2,5.1,6.0,0,,8006
6328,Canada Goose,5,9.1,48.0,Heart Disease,1,6.1,9.0,0,,6245
6329,Canada Goose,4,,61.6,,0,4.8,13.9,0,,164
6330, Canada Goose ,6,9.8,57.7,,0,5.5,12.9,0,,593
6331,Canada Goose,6,10.3,59.0,,10,5.0,11.4,0,Eaten by a Squid,1229
6332,Greylag Goose,5,10.4,57.4,,0,3.2,9.9,0,,4605
6333,Greylag Goose,2,8.8,49.3,Respiratory Issues,2,4.4,6.9,0,,7904
6334,Squid Goose,6,9.2,49.0,,1,18.0,6.1,1,Honked Out of Tune,9808
6335,Canada Goose,6,10.5,60.3,Lame,1,340.0,9.2,0,,6522
6336,Greylag Goose,6,9.954545454545453,53.7,,0,7.7,0.8,1,Sank in Squid Ink Swamp,9447
6337,Player 456 Goose,6,,65.8,,0,2.5,9.4,0,,5759
6338,Canada Goose,4,9.2,48.8,,1,4.4,8.9,0,,5863
6339,Canada Goose,7,930.0000000000001,5430.0,Respiratory Issues,1,4.4,10.5,0,,4344
6340,Canada Goose,5,13.3,76.6,Heart Disease,2,440.00000000000006,6.6,1,Wings Clipped by Red Light,8772
6341,Canada Goose,4,9.2,50.6,,0,4.1,12.2,0,,1370
6342,Greylag Goose,5,10.0,60.4,Respiratory Issues,1,1.1,8.8,0,,7880
6343,Greylag Goose,2,10.1,54.8,,0,4.1,11.4,0,,2122
6344,Snow Goose,5,8.1,43.0,,1,3.6,9.7,0,Lost in Dalgona Maze,5910
6345,Canada Goose,6,,,Respiratory Issues,1,6.6,10.6,0,,5221
6346,Canada Goose,6,9.6,54.4,,0,5.8,11.5,0,,1931
6347,Canada Goose,8,10.2,60.1,Lame,10,4.1,4.1,0,Wings Clipped by Red Light,9361
6348,Demon Goose,four,14.0,8580.0,,0,7.3,14.1,0,,977
6349,Greylag Goose,6,11.3,62.2,Respiratory Issues,2,5.4,5.7,1,Wings Clipped by Red Light,8869
6350,Greylag Goose,seven,9.7,55.8,,0,8.0,9.3,0,,6323
6351,Squid Goose,ten,11.8,66.9,Lame,2,360.0,6.0,1,Wings Clipped by Red Light,8954
6352,Greylag Goose,5,10.2,52.1,,1,5.9,5.3,0,,8013
6353,Player 456 Goose,3,9.6,51.1,,1,4.2,9.5,0,Eaten by a Squid,5519
6354,Greylag Goose,seven,10.4,61.5,,0,3.5,8.7,0,Eaten by a Squid,5520
6355,Snow Goose,9,9.2,50.6,Respiratory Issues,3,2.5,5.0,0,Eaten by a Squid,8773
6356,Dëmon Goosë,400,12.4,78.8,Heart Disease,1,4.7,10.4,0,,4130
6357,Greylag Goose,7,10.1,54.2,Heart Disease,1,5.8,6.4,1,Sank in Squid Ink Swamp,8624
6358,Canada Goose,7,13.7,75.5,,10,6.4,7.6,0,,7408
6359,Snow Goose,7,,46.5,,0,3.2,12.7,0,,1744
6360,Greylag Goose,5,10.6,58.0,,1,4.2,10.1,0,,4911
6361,Canada Goose,4,12.712829361093833,111.6,,0,4.4,12.7,0,,793
6362, Canada Goose ,five,,66.9,,0,8.7,11.2,0,Caught by Front Man,5222
6363,Canada Goose,6,15.628860200072346,96.5,Lame,1,4.3,10.0,0,,4912
6364,Canada Goose,7,9.8,,Heart Disease,one,3.6,9.2,0,,6378
6365,Canada Goose,6,11.9,65.4,,0,24.1,10.2,1,Honked Out of Tune,9826
6366, Greylag Goose ,4,11.957986034814736,112.4,Respiratory Issues,2,5.0,7.3,0,,7569
6367,Canada Goose,6,940.0,53.3,Respiratory Issues,2,6.5,9.4,0,,7296
6368,Canada Goose,7,1180.0,70.2,,0,2.0,9.0,0,,6581
6369,Grëylag Goosë,6,10.3,57.7,Respiratory Issues,1,3.9,8.7,0,,6523
6370,Snow Goose,3,7.5,38.3,,one,19.8,8.4,1,Honked Out of Tune,9789
6371,Greylag Goose,5,940.0,52.1,,0,4.8,10.9,0,,1932
6372,Player 456 Goose,7,11.2,64.6,,0,8.8,11.1,0,,5448
6373,Snow Goose,2,21.0,45.5,,1,4.1,1.7,0,,8604
6374,Snow Goose,1,5.9,33.6,,1,7.5,13.2,0,,3532
6375,Canada Goose,8,12.9,73.6,Lame,3,2.5,4.8,0,,8801
6376,Squid Goose,6,11.3,65.3,,0,2.9,11.7,0,,3114
6377,Greylag Goose,6,8.9,44.7,,0,5.9,10.2,0,,3450
6378,Snow Goose,3,7.4,3929.9999999999995,,0,4.7,13.8,0,,209
6379,Player 456 Goose,6,11.0,66.4,,1,2.4,13.9,0,,2856
6380,Snow Goose,6,7.8,39.1,,1,5.8,10.2,0,Eaten by a Squid,4862
6381,Greylag Goose,200,8.6,44.8,,0,690.0,10.9,0,,3729
6382,Greylag Goose,8,8.8,48.0,,2,4.6,7.2,0,,7754
6383,Canada Goose,5,13.63555866256482,117.2,,1,5.0,9.2,0,,5050
6384,Canada Goose,4,9.5,57.1,,0,5.4,13.2,0,,424
6385,Canada Goose,4,9.0,5210.0,,1,5.5,9.3,0,,5406
6386,Greylag Goose,1,7.2,38.2,,0,6.5,12.6,0,,1551
6387,Greylag Goose,6,12.0,61.4,Lame,2,2.3,5.4,0,,8545
6388,Greylag Goose,6,7.8,44.2,,0,22.8,9.1,1,Eaten by a Squid,9819
6389,Canada Goose,5,1150.0,64.8,,1,4.6,8.9,0,,5679
6390,Goosequid,8,9.6,56.7,,1,4.3,8.0,1,Sank in Squid Ink Swamp,8391
6391,Squid Goose,two,,57.7,,1,5.0,10.0,0,,4279
6392,Canada Goose,4,11.4,70.7,,0,5.4,11.4,0,Lost in Dalgona Maze,1627
6393,Greylag Goose,three,,52.7,,1,4.8,10.1,0,,4390
6394,Greylag Goose,4,8.5,50.0,,0,4.1,11.6,0,,1933
6395,Demon Goose,5,10.8,68.3,,0,4.0,15.0,0,,113
6396,Canada Goose,6,12.0,68.2,Lame,1,6.9,10.8,0,,5294
6397,Canada Goose,4,11.4,66.7,,0,4.5,12.2,0,Eaten by a Squid,1033
6398,Goosequid,3,10.1,56.1,,0,10.0,11.6,0,,6087
6399,Canada Goose,800,12.4,78.1,Heart Disease,2,1.4,5.9,0,,8594
6400,Player 456 Goose,10,9.1,47.0,,1,3.7,9.1,0,,6358
6401,Grëylag Goosë,5,869.9999999999999,47.9,,1,5.3,10.0,0,,4557
6402,Snow Goose,3,7.4,3960.0,,0,5.7,14.9,0,Eaten by a Squid,83
6403,Canada Goose,8,12.5,69.2,,2,2.5,5.7,1,Wings Clipped by Red Light,9140
6404,Snow Goose,2,7.3,41.9,,1,8.3,12.8,0,,4728
6405,Canada Goose,400,,,,10,4.0,11.3,0,,2317
6406,Snow Goose,400,7.1,33.2,,0,3.8,12.8,0,,1066
6407,Canada Goose,3,12.3,,,0,4.9,12.3,0,,691
6408,Canada Goose,4,10.3,55.9,,0,3.3,10.8,0,,3592
6409,Greylag Goose,300,8.8,53.1,,0,3.8,11.3,0,,2488
6410,Snow Goose,5,6.9,35.2,Lame,1,3.5,11.7,0,Caught by Front Man,4072
6411,Canada Goose,5,,,,0,2.8,11.0,0,,3958
6412,Canada Goose,4,11.3,,Respiratory Issues,2,4.4,7.1,0,,7853
6413, Snow Goose ,4,8.3,44.8,,1,2.8,11.1,0,Caught by Front Man,5343
6414,Squid Goose,5,17.139441516738398,110.8,Respiratory Issues,1,4.9,10.7,0,,3646
6415,Canada Goose,seven,12.2,66.7,Heart Disease,2,2.4,5.9,0,,8467
6416,Canada Goose,500,11.3,65.2,,0,6.6,11.7,0,,2543
6417,Canada Goose,7,11.1,62.9,,1,5.6,8.2,0,,6524
6418,Snow Goose,6,7.8,37.6,,0,6.0,13.6,0,,514
6419,Greylag Goose,6,18.2,56.2,,0,4.9,1.0,1,Pecked the Wrong Player,9040
6420,Squid Goose,8,11.4,63.2,,1,6.6,7.5,0,,7524
6421,Demon Goose,3,1070.0,,,0,5.5,14.3,0,,143
6422,Canada Goose,4,11.6,,,10,4.3,10.1,0,,3339
6423,Canada Goose,9,13.0,70.2,,one,2.8,7.6,0,,7724
6424, Canada Goose ,4,9.4,,Heart Disease,1,5.2,9.7,0,,4729
6425,Canada Goosë,1,10.4,62.6,,0,20.5,10.0,0,,9242
6426,Canada Goosë,5,,60.4,,1,5.3,8.5,0,,5981
6427, Snow Goose ,5,22.2,28.9,Respiratory Issues,1,4.4,1.9,0,,8529
6428,Greylag Goose,1,8.1,,,0,5.0,11.4,0,Eaten by a Squid,1230
6429,Canada Goose,eight,20.6,72.5,,2,5.3,0.5,0,,8874
6430,Greylag Goose,4,12.425320466434822,111.6,Respiratory Issues,1,6.0,10.4,0,,4808
6431,Greylag Goose,6,12.7,71.5,Lame,2,3.5,5.8,0,,8301
6432,Snow Goose,5,,43.1,,1,4.7,11.0,0,,3533
6433,Snow Goose,2,7.2,34.9,,0,6.7,14.7,0,,343
6434,Greylag Goose,3,9.3,48.9,,0,7.4,10.7,0,,4477
6435,Greylag Goose,300,8.5,50.5,,1,5.4,8.8,0,,5760
6436,Greylag Goose,700,11.0,57.5,,1,7.8,8.1,0,,7755
6437,Greylag Goose,five,9.9,50.9,,0,3.3,10.4,0,,4073
6438,Canada Goose,4,11.1,65.4,,0,3.9,10.7,0,,3115
6439,Canada Goose,3,9.7,56.2,,1,1.2,10.9,0,,6849
6440,Greylag Goose,7,8.5,42.8,Lame,1,3.2,9.6,0,,6359
6441,Canada Goosë,8,18.5,64.0,,1,2.8,1.4,1,Pecked the Wrong Player,9492
6442,Canada Goose,7,11.9,66.6,,0,6.4,12.3,0,,1699
6443,Greylag Goose,6,9.4,49.8,,0,5.2,11.7,0,,1162
6444,Canada Goose,6,11.7,75.4,Lame,1,7.4,9.5,0,,6898
6445,Greylag Goose,3,18.2,46.9,,0,5.7,1.7,1,Sank in Squid Ink Swamp,9029
6446,Squid Goose,5,9.9,51.8,,0,2.5,10.1,0,,5138
6447,Demon Goose,4,11.2,7550.0,Respiratory Issues,1,2.4,13.6,0,,3204
6448,Canada Goose,one,10.0,60.7,,0,4.6,13.2,0,,425
6449,Canada Goose,7,10.8,,,0,440.00000000000006,11.5,0,,1700
6450,Grëylag Goosë,4,7.7,3990.0,,0,540.0,9.6,0,,3534
6451,Snow Goose,7,8.5,47.8,,0,2.9,13.0,0,,1701
6452,Demon Goose,7,7.8181818181818175,109.1,,0,4.5,12.5,0,,840
6453,Canada Goose,6,9.5,55.5,,three,24.0,8.0,1,,9982
6454,Canada Goose,600,11.4,61.0,,1,25.0,7.5,1,Honked Out of Tune,9962
6455,Squid Goose,four,8.3,4310.0,Respiratory Issues,1,4.6,12.8,0,,1702
6456,Canada Goose,9,1810.0000000000002,,,1,6.0,1.2,0,Caught by Front Man,8681
6457,Greylag Goose,5,9.0,50.2,,1,3.6,9.2,0,,6379
6458,Canada Goosë,6,10.5,59.8,,1,2.4,7.6,0,,7854
6459,Canada Goosë,4,9.3,53.3,,1,2.8,10.9,0,,5521
6460,Canada Goose,3,5.363636363636363,68.0,,1,6.0,10.2,0,,5051
6461,Goosequid,6,10.3,57.3,Lame,one,3.8,8.6,0,,6676
6462,Greylag Goose,5,9.1,49.9,,10,3.4,7.8,0,,7409
6463,Snow Goose,3,5.9,35.0,,1,4.0,11.7,0,,3535
6464,Canada Goose,2,11.2,68.9,,0,4.1,13.6,0,,460
6465,Snow Goose,2,,39.3,,0,4.6,0.7,1,Sank in Squid Ink Swamp,9130
6466, Canada Goose ,7,12.6,76.9,,0,5.4,10.1,0,,2995
6467,Greylag Goose,4,7.6,44.1,Lame,1,3.0,8.3,0,,7337
6468,Canada Goose,4,19.5,6800.0,,0,1.8,1.2,1,Wings Clipped by Red Light,9455
6469,Player 456 Goose,8,7.6,40.8,Respiratory Issues,2,20.8,5.4,1,Honked Out of Tune,9948
6470,Greylag Goose,3,9.0,46.7,,0,4.5,12.0,0,Lost in Dalgona Maze,1163
6471,Greylag Goose,4,9.4,50.5,,1,6.0,9.8,0,,5407
6472,Snow Goose,3,7.6,42.0,,0,5.6,12.8,0,,692
6473,Greylag Goose,8,10.9,56.3,,2,2.9,5.9,0,,8382
6474, Demon Goose ,9,14.7,88.0,Respiratory Issues,2,4.5,4.7,0,Lost in Dalgona Maze,8309
